order_id;tanggal_transaksi;tanggal;bulan;bulan_num;tahun;hari;jam;channel_penjualan;store_id;store_name;tipe_toko;kota;provinsi;customer_id;jenis_kelamin;kelompok_usia;tipe_pelanggan;product_id;nama_produk;kategori;sub_kategori;brand;qty;harga_list;harga_jual;diskon_persen;total_penjualan;biaya_produksi;biaya_pengiriman;biaya_platform;biaya_packing;total_biaya;profit;margin_persen;metode_pembayaran;event_promo
ORD006013;10/02/2024 12:31;10/02/2024;February;2;2024;Sabtu;12;Tokopedia;ONLINE;Tokopedia - Bandung;Online;Bandung;Jawa Barat;CUST05511;Pria;55+;Non-Member;PRD015;Tumbler Stainless;Home;Drinkware;Nexus Home;5;129000;90300;30;451500;250000;15000;15802;3000;283802;167698;37.14;GoPay;Valentine Sale
ORD006014;10/02/2024 12:38;10/02/2024;February;2;2024;Sabtu;12;Website;ONLINE;Website - Bandung;Online;Bandung;Jawa Barat;CUST05580;Wanita;25-34;Member;PRD012;Dompet Kulit Lokal;Aksesoris;Dompet;Nexus Leather;3;259000;207200;20;621600;330000;15000;15540;4000;364540;257060;41.35;Kartu Kredit;Valentine Sale
ORD006015;10/02/2024 12:41;10/02/2024;February;2;2024;Sabtu;12;Toko;STR011;Nexus Retail Tangerang;Mall;Tangerang;Banten;CUST07713;Wanita;25-34;Non-Member;PRD025;Sandal Kulit;Footwear;Sandal;Nexus Step;2;189000;151200;20;302400;150000;0;0;0;150000;152400;50.4;QRIS;Valentine Sale
ORD006016;10/02/2024 12:46;10/02/2024;February;2;2024;Sabtu;12;Shopee;ONLINE;Shopee - Batam;Online;Batam;Kepulauan Riau;CUST02351;Wanita;18-24;Member;PRD008;Polo Shirt Premium;Apparel;Polo;Nexus;3;189000;132300;30;396900;255000;18000;15876;2000;290876;106024;26.71;ShopeePay;Valentine Sale
ORD006017;10/02/2024 12:53;10/02/2024;February;2;2024;Sabtu;12;Tokopedia;ONLINE;Tokopedia - Bekasi;Online;Bekasi;Jawa Barat;CUST00517;Wanita;45-54;Non-Member;PRD022;Pensil Set Eco;Stationery;Alat Tulis;Nexus Write;1;39000;29250;25;29250;15000;12000;1023;5000;33023;-3773;-12.9;GoPay;Valentine Sale
ORD006018;10/02/2024 12:53;10/02/2024;February;2;2024;Sabtu;12;Tokopedia;ONLINE;Tokopedia - Balikpapan;Online;Balikpapan;Kalimantan Timur;CUST04912;Pria;35-44;Member;PRD017;Lilin Aromaterapi;Home;Aroma;Nexus Scent;4;89000;71200;20;284800;120000;35000;9968;2000;166968;117832;41.37;Transfer;Valentine Sale
ORD006019;10/02/2024 13:04;10/02/2024;February;2;2024;Sabtu;13;Tokopedia;ONLINE;Tokopedia - Medan;Online;Medan;Sumatera Utara;CUST05934;Wanita;18-24;Non-Member;PRD018;Diffuser Set;Home;Aroma;Nexus Scent;2;159000;111300;30;222600;130000;18000;7791;2000;157791;64809;29.11;GoPay;Valentine Sale
ORD006020;10/02/2024 13:07;10/02/2024;February;2;2024;Sabtu;13;Shopee;ONLINE;Shopee - Bogor;Online;Bogor;Jawa Barat;CUST07872;Pria;35-44;Non-Member;PRD021;Planner Tahunan;Stationery;Planner;Nexus Write;1;129000;109650;15;109650;50000;12000;4386;2000;68386;41264;37.63;Transfer;Valentine Sale
ORD006021;10/02/2024 13:10;10/02/2024;February;2;2024;Sabtu;13;Toko;STR012;Nexus Retail Depok;Ruko;Depok;Jawa Barat;CUST03631;Pria;18-24;Non-Member;PRD020;Notebook Daur Ulang;Stationery;Notebook;Nexus Write;2;49000;41650;15;83300;40000;0;0;0;40000;43300;51.98;Kartu Kredit;Valentine Sale
ORD006022;10/02/2024 13:13;10/02/2024;February;2;2024;Sabtu;13;Toko;STR003;Nexus Retail Surabaya;Mall;Surabaya;Jawa Timur;CUST05362;Wanita;55+;Non-Member;PRD019;Bantal Sofa Batik;Home;Dekorasi;Nexus Home;2;119000;83300;30;166600;90000;0;0;0;90000;76600;45.98;Kartu Kredit;Valentine Sale
ORD006023;10/02/2024 13:15;10/02/2024;February;2;2024;Sabtu;13;Toko;STR005;Nexus Retail Semarang;Mall;Semarang;Jawa Tengah;CUST06469;Wanita;25-34;Non-Member;PRD017;Lilin Aromaterapi;Home;Aroma;Nexus Scent;1;89000;71200;20;71200;30000;0;0;0;30000;41200;57.87;Kartu Kredit;Valentine Sale
ORD006024;10/02/2024 13:19;10/02/2024;February;2;2024;Sabtu;13;Toko;STR012;Nexus Retail Depok;Ruko;Depok;Jawa Barat;CUST01757;Wanita;25-34;Member;PRD008;Polo Shirt Premium;Apparel;Polo;Nexus;1;189000;160650;15;160650;85000;0;0;0;85000;75650;47.09;QRIS;Valentine Sale
ORD006025;10/02/2024 13:25;10/02/2024;February;2;2024;Sabtu;13;Shopee;ONLINE;Shopee - Pontianak;Online;Pontianak;Kalimantan Barat;CUST00163;Wanita;25-34;Member;PRD015;Tumbler Stainless;Home;Drinkware;Nexus Home;2;129000;103200;20;206400;100000;30000;8256;3000;141256;65144;31.56;Kartu Kredit;Valentine Sale
ORD006026;10/02/2024 13:26;10/02/2024;February;2;2024;Sabtu;13;Toko;STR013;Nexus Retail Bogor;Mall;Bogor;Jawa Barat;CUST07156;Pria;35-44;Member;PRD018;Diffuser Set;Home;Aroma;Nexus Scent;2;159000;119250;25;238500;130000;0;0;0;130000;108500;45.49;Kartu Kredit;Valentine Sale
ORD006027;10/02/2024 13:33;10/02/2024;February;2;2024;Sabtu;13;Toko;STR004;Nexus Retail Medan;Ruko;Medan;Sumatera Utara;CUST00754;Pria;18-24;Non-Member;PRD026;Sepatu Slip On;Footwear;Slip On;Nexus Step;2;279000;237150;15;474300;240000;0;0;0;240000;234300;49.4;QRIS;Valentine Sale
ORD006028;10/02/2024 13:34;10/02/2024;February;2;2024;Sabtu;13;Shopee;ONLINE;Shopee - Balikpapan;Online;Balikpapan;Kalimantan Timur;CUST01351;Wanita;25-34;Member;PRD025;Sandal Kulit;Footwear;Sandal;Nexus Step;1;189000;160650;15;160650;75000;18000;6426;3000;102426;58224;36.24;ShopeePay;Valentine Sale
ORD006029;10/02/2024 13:36;10/02/2024;February;2;2024;Sabtu;13;Website;ONLINE;Website - Bogor;Online;Bogor;Jawa Barat;CUST02886;Wanita;18-24;Non-Member;PRD009;Tas Kanvas Lokal;Aksesoris;Tas;Nexus Bag;1;179000;161100;10;161100;80000;10000;4027;3000;97027;64073;39.77;Kartu Kredit;Valentine Sale
ORD006030;10/02/2024 13:38;10/02/2024;February;2;2024;Sabtu;13;Tokopedia;ONLINE;Tokopedia - Surabaya;Online;Surabaya;Jawa Timur;CUST05873;Wanita;35-44;Non-Member;PRD003;Kemeja Linen Lokal;Apparel;Kemeja;Nexus;1;299000;239200;20;239200;150000;15000;8372;3000;176372;62828;26.27;Transfer;Valentine Sale
ORD006031;10/02/2024 13:40;10/02/2024;February;2;2024;Sabtu;13;Tokopedia;ONLINE;Tokopedia - Makassar;Online;Makassar;Sulawesi Selatan;CUST04701;Wanita;25-34;Non-Member;PRD022;Pensil Set Eco;Stationery;Alat Tulis;Nexus Write;4;39000;33150;15;132600;60000;18000;4641;2000;84641;47959;36.17;COD;Valentine Sale
ORD006032;10/02/2024 13:46;10/02/2024;February;2;2024;Sabtu;13;Toko;STR008;Nexus Retail Denpasar;Ruko;Denpasar;Bali;CUST05781;Wanita;18-24;Member;PRD014;Kacamata Fashion;Aksesoris;Kacamata;Nexus Eye;1;199000;159200;20;159200;70000;0;0;0;70000;89200;56.03;Cash;Valentine Sale
ORD006033;10/02/2024 13:48;10/02/2024;February;2;2024;Sabtu;13;Shopee;ONLINE;Shopee - Padang;Online;Padang;Sumatera Barat;CUST06543;Pria;35-44;Non-Member;PRD020;Notebook Daur Ulang;Stationery;Notebook;Nexus Write;1;49000;36750;25;36750;20000;18000;1470;4000;43470;-6720;-18.29;Kartu Kredit;Valentine Sale
ORD006034;10/02/2024 14:01;10/02/2024;February;2;2024;Sabtu;14;Toko;STR005;Nexus Retail Semarang;Mall;Semarang;Jawa Tengah;CUST05153;Wanita;45-54;Member;PRD017;Lilin Aromaterapi;Home;Aroma;Nexus Scent;3;89000;80100;10;240300;90000;0;0;0;90000;150300;62.55;QRIS;Valentine Sale
ORD006035;10/02/2024 14:08;10/02/2024;February;2;2024;Sabtu;14;Toko;STR008;Nexus Retail Denpasar;Ruko;Denpasar;Bali;CUST04814;Pria;25-34;Non-Member;PRD014;Kacamata Fashion;Aksesoris;Kacamata;Nexus Eye;4;199000;149250;25;597000;280000;0;0;0;280000;317000;53.1;Kartu Kredit;Valentine Sale
ORD006036;10/02/2024 14:11;10/02/2024;February;2;2024;Sabtu;14;Tokopedia;ONLINE;Tokopedia - Batam;Online;Batam;Kepulauan Riau;CUST06119;Pria;18-24;Member;PRD023;Sticky Notes Lucu;Stationery;Notes;Nexus Write;3;29000;26100;10;78300;30000;35000;2740;2000;69740;8560;10.93;Transfer;Valentine Sale
ORD006037;10/02/2024 14:17;10/02/2024;February;2;2024;Sabtu;14;Website;ONLINE;Website - Medan;Online;Medan;Sumatera Utara;CUST07762;Pria;18-24;Non-Member;PRD010;Topi Snapback;Aksesoris;Topi;Nexus;2;79000;71100;10;142200;60000;18000;3555;2000;83555;58645;41.24;Virtual Account;Valentine Sale
ORD006038;10/02/2024 14:18;10/02/2024;February;2;2024;Sabtu;14;Shopee;ONLINE;Shopee - Solo;Online;Solo;Jawa Tengah;CUST02003;Wanita;25-34;Non-Member;PRD016;Mug Keramik Lokal;Home;Drinkware;Nexus Home;1;69000;55200;20;55200;25000;12000;2208;2000;41208;13992;25.35;ShopeePay;Valentine Sale
ORD006039;10/02/2024 14:21;10/02/2024;February;2;2024;Sabtu;14;Tokopedia;ONLINE;Tokopedia - Balikpapan;Online;Balikpapan;Kalimantan Timur;CUST01809;Wanita;18-24;Member;PRD022;Pensil Set Eco;Stationery;Alat Tulis;Nexus Write;1;39000;31200;20;31200;15000;25000;1092;4000;45092;-13892;-44.53;Transfer;Valentine Sale
ORD006040;10/02/2024 14:22;10/02/2024;February;2;2024;Sabtu;14;Shopee;ONLINE;Shopee - Samarinda;Online;Samarinda;Kalimantan Timur;CUST01604;Pria;55+;Non-Member;PRD015;Tumbler Stainless;Home;Drinkware;Nexus Home;2;129000;96750;25;193500;100000;22000;7740;3000;132740;60760;31.4;COD;Valentine Sale
ORD006041;10/02/2024 14:23;10/02/2024;February;2;2024;Sabtu;14;Toko;STR010;Nexus Retail Bekasi;Mall;Bekasi;Jawa Barat;CUST03698;Wanita;55+;Member;PRD017;Lilin Aromaterapi;Home;Aroma;Nexus Scent;2;89000;71200;20;142400;60000;0;0;0;60000;82400;57.87;QRIS;Valentine Sale
ORD006042;10/02/2024 14:28;10/02/2024;February;2;2024;Sabtu;14;Shopee;ONLINE;Shopee - Manado;Online;Manado;Sulawesi Utara;CUST00556;Wanita;35-44;Member;PRD002;Hoodie Lokal Premium;Apparel;Hoodie;Nexus;4;249000;186750;25;747000;480000;18000;29880;2000;529880;217120;29.07;ShopeePay;Valentine Sale
ORD006043;10/02/2024 14:37;10/02/2024;February;2;2024;Sabtu;14;Shopee;ONLINE;Shopee - Cirebon;Online;Cirebon;Jawa Barat;CUST07922;Pria;18-24;Non-Member;PRD001;Kaos Polos Katun Lokal;Apparel;Kaos;Nexus;1;99000;79200;20;79200;45000;12000;3168;2000;62168;17032;21.51;ShopeePay;Valentine Sale
ORD006044;10/02/2024 14:39;10/02/2024;February;2;2024;Sabtu;14;Toko;STR011;Nexus Retail Tangerang;Mall;Tangerang;Banten;CUST03456;Wanita;25-34;Non-Member;PRD005;Dress Batik Modern;Apparel;Dress;Batik Nexus;4;399000;319200;20;1276800;720000;0;0;0;720000;556800;43.61;Cash;Valentine Sale
ORD006045;10/02/2024 14:52;10/02/2024;February;2;2024;Sabtu;14;Tokopedia;ONLINE;Tokopedia - Jakarta;Online;Jakarta;DKI Jakarta;CUST07682;Wanita;25-34;Non-Member;PRD007;Kaos Oversize Lokal;Apparel;Kaos;Nexus;2;129000;116100;10;232200;110000;12000;8127;2000;132127;100073;43.1;Kartu Kredit;Valentine Sale
ORD006046;10/02/2024 14:53;10/02/2024;February;2;2024;Sabtu;14;Shopee;ONLINE;Shopee - Tangerang;Online;Tangerang;Banten;CUST07818;Pria;35-44;Member;PRD013;Ikat Pinggang Kulit;Aksesoris;Belt;Nexus Leather;2;149000;111750;25;223500;120000;15000;8940;4000;147940;75560;33.81;Kartu Kredit;Valentine Sale
ORD006047;10/02/2024 14:53;10/02/2024;February;2;2024;Sabtu;14;Toko;STR004;Nexus Retail Medan;Ruko;Medan;Sumatera Utara;CUST03368;Pria;35-44;Non-Member;PRD026;Sepatu Slip On;Footwear;Slip On;Nexus Step;2;279000;209250;25;418500;240000;0;0;0;240000;178500;42.65;Kartu Kredit;Valentine Sale
ORD006048;10/02/2024 14:54;10/02/2024;February;2;2024;Sabtu;14;Toko;STR007;Nexus Retail Makassar;Mall;Makassar;Sulawesi Selatan;CUST05025;Pria;18-24;Member;PRD026;Sepatu Slip On;Footwear;Slip On;Nexus Step;1;279000;223200;20;223200;120000;0;0;0;120000;103200;46.24;Cash;Valentine Sale
ORD006049;10/02/2024 14:59;10/02/2024;February;2;2024;Sabtu;14;Toko;STR001;Nexus Retail Sudirman;Mall;Jakarta;DKI Jakarta;CUST00136;Pria;25-34;Non-Member;PRD019;Bantal Sofa Batik;Home;Dekorasi;Nexus Home;2;119000;95200;20;190400;90000;0;0;0;90000;100400;52.73;Kartu Kredit;Valentine Sale
ORD006050;10/02/2024 14:59;10/02/2024;February;2;2024;Sabtu;14;Tokopedia;ONLINE;Tokopedia - Bandung;Online;Bandung;Jawa Barat;CUST04136;Pria;18-24;Non-Member;PRD017;Lilin Aromaterapi;Home;Aroma;Nexus Scent;2;89000;75650;15;151300;60000;15000;5295;4000;84295;67005;44.29;Transfer;Valentine Sale
ORD006051;10/02/2024 15:02;10/02/2024;February;2;2024;Sabtu;15;Toko;STR006;Nexus Retail Yogyakarta;Standalone;Yogyakarta;DI Yogyakarta;CUST04608;Pria;25-34;Member;PRD020;Notebook Daur Ulang;Stationery;Notebook;Nexus Write;1;49000;34300;30;34300;20000;0;0;0;20000;14300;41.69;Kartu Kredit;Valentine Sale
ORD006052;10/02/2024 15:03;10/02/2024;February;2;2024;Sabtu;15;Shopee;ONLINE;Shopee - Tangerang;Online;Tangerang;Banten;CUST05061;Wanita;18-24;Member;PRD011;Totebag Kanvas;Aksesoris;Tas;Nexus Bag;1;89000;71200;20;71200;35000;10000;2848;4000;51848;19352;27.18;Kartu Kredit;Valentine Sale
ORD006053;10/02/2024 15:04;10/02/2024;February;2;2024;Sabtu;15;Tokopedia;ONLINE;Tokopedia - Jakarta;Online;Jakarta;DKI Jakarta;CUST04102;Wanita;18-24;Non-Member;PRD010;Topi Snapback;Aksesoris;Topi;Nexus;2;79000;67150;15;134300;60000;15000;4700;2000;81700;52600;39.17;Kartu Kredit;Valentine Sale
ORD006054;10/02/2024 15:10;10/02/2024;February;2;2024;Sabtu;15;Toko;STR001;Nexus Retail Sudirman;Mall;Jakarta;DKI Jakarta;CUST05473;Pria;18-24;Non-Member;PRD026;Sepatu Slip On;Footwear;Slip On;Nexus Step;2;279000;251100;10;502200;240000;0;0;0;240000;262200;52.21;Cash;Valentine Sale
ORD006055;10/02/2024 15:11;10/02/2024;February;2;2024;Sabtu;15;Website;ONLINE;Website - Batam;Online;Batam;Kepulauan Riau;CUST02011;Pria;18-24;Non-Member;PRD001;Kaos Polos Katun Lokal;Apparel;Kaos;Nexus;2;99000;89100;10;178200;90000;30000;4455;3000;127455;50745;28.48;QRIS;Valentine Sale
ORD006056;10/02/2024 15:12;10/02/2024;February;2;2024;Sabtu;15;Tokopedia;ONLINE;Tokopedia - Surabaya;Online;Surabaya;Jawa Timur;CUST05381;Wanita;25-34;Non-Member;PRD013;Ikat Pinggang Kulit;Aksesoris;Belt;Nexus Leather;5;149000;126650;15;633250;300000;15000;22163;3000;340163;293087;46.28;Kartu Kredit;Valentine Sale
ORD006057;10/02/2024 15:17;10/02/2024;February;2;2024;Sabtu;15;Toko;STR011;Nexus Retail Tangerang;Mall;Tangerang;Banten;CUST04914;Pria;25-34;Member;PRD024;Sneakers Lokal;Footwear;Sneakers;Nexus Step;4;399000;359100;10;1436400;720000;0;0;0;720000;716400;49.87;Debit;Valentine Sale
ORD006058;10/02/2024 15:17;10/02/2024;February;2;2024;Sabtu;15;Tokopedia;ONLINE;Tokopedia - Bekasi;Online;Bekasi;Jawa Barat;CUST06854;Wanita;25-34;Non-Member;PRD019;Bantal Sofa Batik;Home;Dekorasi;Nexus Home;1;119000;107100;10;107100;45000;15000;3748;2000;65748;41352;38.61;OVO;Valentine Sale
ORD006059;10/02/2024 15:26;10/02/2024;February;2;2024;Sabtu;15;Toko;STR007;Nexus Retail Makassar;Mall;Makassar;Sulawesi Selatan;CUST04251;Wanita;18-24;Non-Member;PRD016;Mug Keramik Lokal;Home;Drinkware;Nexus Home;1;69000;62100;10;62100;25000;0;0;0;25000;37100;59.74;Cash;Valentine Sale
ORD006060;10/02/2024 15:26;10/02/2024;February;2;2024;Sabtu;15;Toko;STR001;Nexus Retail Sudirman;Mall;Jakarta;DKI Jakarta;CUST01958;Wanita;45-54;Non-Member;PRD011;Totebag Kanvas;Aksesoris;Tas;Nexus Bag;1;89000;75650;15;75650;35000;0;0;0;35000;40650;53.73;QRIS;Valentine Sale
ORD006061;10/02/2024 15:30;10/02/2024;February;2;2024;Sabtu;15;Tokopedia;ONLINE;Tokopedia - Banjarmasin;Online;Banjarmasin;Kalimantan Selatan;CUST00094;Wanita;25-34;Member;PRD023;Sticky Notes Lucu;Stationery;Notes;Nexus Write;2;29000;24650;15;49300;20000;25000;1725;5000;51725;-2425;-4.92;GoPay;Valentine Sale
ORD006062;10/02/2024 15:33;10/02/2024;February;2;2024;Sabtu;15;Tokopedia;ONLINE;Tokopedia - Tangerang;Online;Tangerang;Banten;CUST06900;Pria;55+;Non-Member;PRD019;Bantal Sofa Batik;Home;Dekorasi;Nexus Home;1;119000;101150;15;101150;45000;9000;3540;5000;62540;38610;38.17;OVO;Valentine Sale
ORD006063;10/02/2024 15:38;10/02/2024;February;2;2024;Sabtu;15;Toko;STR010;Nexus Retail Bekasi;Mall;Bekasi;Jawa Barat;CUST07333;Pria;18-24;Non-Member;PRD022;Pensil Set Eco;Stationery;Alat Tulis;Nexus Write;2;39000;29250;25;58500;30000;0;0;0;30000;28500;48.72;QRIS;Valentine Sale
ORD006064;10/02/2024 15:39;10/02/2024;February;2;2024;Sabtu;15;Shopee;ONLINE;Shopee - Pekanbaru;Online;Pekanbaru;Riau;CUST05437;Pria;18-24;Non-Member;PRD013;Ikat Pinggang Kulit;Aksesoris;Belt;Nexus Leather;4;149000;126650;15;506600;240000;30000;20264;5000;295264;211336;41.72;COD;Valentine Sale
ORD006065;10/02/2024 15:41;10/02/2024;February;2;2024;Sabtu;15;Tokopedia;ONLINE;Tokopedia - Bekasi;Online;Bekasi;Jawa Barat;CUST00415;Wanita;55+;Non-Member;PRD002;Hoodie Lokal Premium;Apparel;Hoodie;Nexus;1;249000;224100;10;224100;120000;15000;7843;4000;146843;77257;34.47;Transfer;Valentine Sale
ORD006066;10/02/2024 15:42;10/02/2024;February;2;2024;Sabtu;15;Toko;STR002;Nexus Retail Bandung;Mall;Bandung;Jawa Barat;CUST00686;Wanita;35-44;Member;PRD017;Lilin Aromaterapi;Home;Aroma;Nexus Scent;1;89000;75650;15;75650;30000;0;0;0;30000;45650;60.34;Debit;Valentine Sale
ORD006067;10/02/2024 15:45;10/02/2024;February;2;2024;Sabtu;15;Toko;STR002;Nexus Retail Bandung;Mall;Bandung;Jawa Barat;CUST04919;Pria;25-34;Member;PRD024;Sneakers Lokal;Footwear;Sneakers;Nexus Step;1;399000;339150;15;339150;180000;0;0;0;180000;159150;46.93;Kartu Kredit;Valentine Sale
ORD006068;10/02/2024 15:46;10/02/2024;February;2;2024;Sabtu;15;Toko;STR012;Nexus Retail Depok;Ruko;Depok;Jawa Barat;CUST05334;Wanita;25-34;Non-Member;PRD016;Mug Keramik Lokal;Home;Drinkware;Nexus Home;4;69000;58650;15;234600;100000;0;0;0;100000;134600;57.37;Debit;Valentine Sale
ORD006069;10/02/2024 15:46;10/02/2024;February;2;2024;Sabtu;15;Shopee;ONLINE;Shopee - Pekanbaru;Online;Pekanbaru;Riau;CUST05040;Wanita;25-34;Non-Member;PRD024;Sneakers Lokal;Footwear;Sneakers;Nexus Step;1;399000;359100;10;359100;180000;22000;14364;4000;220364;138736;38.63;Kartu Kredit;Valentine Sale
ORD006070;10/02/2024 16:01;10/02/2024;February;2;2024;Sabtu;16;Tokopedia;ONLINE;Tokopedia - Surabaya;Online;Surabaya;Jawa Timur;CUST02598;Wanita;18-24;Non-Member;PRD001;Kaos Polos Katun Lokal;Apparel;Kaos;Nexus;1;99000;84150;15;84150;45000;18000;2945;2000;67945;16205;19.26;Transfer;Valentine Sale
ORD006071;10/02/2024 16:03;10/02/2024;February;2;2024;Sabtu;16;Tokopedia;ONLINE;Tokopedia - Malang;Online;Malang;Jawa Timur;CUST02067;Pria;18-24;Member;PRD004;Celana Chino Lokal;Apparel;Celana;Nexus;4;279000;223200;20;892800;520000;12000;31248;4000;567248;325552;36.46;GoPay;Valentine Sale
ORD006072;10/02/2024 16:11;10/02/2024;February;2;2024;Sabtu;16;Toko;STR012;Nexus Retail Depok;Ruko;Depok;Jawa Barat;CUST06744;Wanita;55+;Member;PRD009;Tas Kanvas Lokal;Aksesoris;Tas;Nexus Bag;4;179000;161100;10;644400;320000;0;0;0;320000;324400;50.34;Cash;Valentine Sale
ORD006073;10/02/2024 16:18;10/02/2024;February;2;2024;Sabtu;16;Website;ONLINE;Website - Surabaya;Online;Surabaya;Jawa Timur;CUST01929;Pria;35-44;Non-Member;PRD018;Diffuser Set;Home;Aroma;Nexus Scent;1;159000;119250;25;119250;65000;20000;2981;3000;90981;28269;23.71;Virtual Account;Valentine Sale
ORD006074;10/02/2024 16:20;10/02/2024;February;2;2024;Sabtu;16;Toko;STR008;Nexus Retail Denpasar;Ruko;Denpasar;Bali;CUST07269;Wanita;25-34;Non-Member;PRD026;Sepatu Slip On;Footwear;Slip On;Nexus Step;1;279000;195300;30;195300;120000;0;0;0;120000;75300;38.56;Cash;Valentine Sale
ORD006075;10/02/2024 16:20;10/02/2024;February;2;2024;Sabtu;16;Tokopedia;ONLINE;Tokopedia - Yogyakarta;Online;Yogyakarta;DI Yogyakarta;CUST02819;Pria;25-34;Non-Member;PRD001;Kaos Polos Katun Lokal;Apparel;Kaos;Nexus;2;99000;89100;10;178200;90000;18000;6237;2000;116237;61963;34.77;Kartu Kredit;Valentine Sale
ORD006076;10/02/2024 16:44;10/02/2024;February;2;2024;Sabtu;16;Shopee;ONLINE;Shopee - Denpasar;Online;Denpasar;Bali;CUST01199;Pria;18-24;Member;PRD012;Dompet Kulit Lokal;Aksesoris;Dompet;Nexus Leather;2;259000;220150;15;440300;220000;22000;17612;4000;263612;176688;40.13;Transfer;Valentine Sale
ORD006077;10/02/2024 16:49;10/02/2024;February;2;2024;Sabtu;16;Toko;STR013;Nexus Retail Bogor;Mall;Bogor;Jawa Barat;CUST01574;Pria;25-34;Member;PRD026;Sepatu Slip On;Footwear;Slip On;Nexus Step;5;279000;223200;20;1116000;600000;0;0;0;600000;516000;46.24;Cash;Valentine Sale
ORD006078;10/02/2024 16:55;10/02/2024;February;2;2024;Sabtu;16;Toko;STR001;Nexus Retail Sudirman;Mall;Jakarta;DKI Jakarta;CUST00489;Pria;25-34;Non-Member;PRD015;Tumbler Stainless;Home;Drinkware;Nexus Home;1;129000;109650;15;109650;50000;0;0;0;50000;59650;54.4;QRIS;Valentine Sale
ORD006079;10/02/2024 17:02;10/02/2024;February;2;2024;Sabtu;17;Shopee;ONLINE;Shopee - Banjarmasin;Online;Banjarmasin;Kalimantan Selatan;CUST07679;Pria;18-24;Member;PRD002;Hoodie Lokal Premium;Apparel;Hoodie;Nexus;1;249000;211650;15;211650;120000;22000;8466;5000;155466;56184;26.55;ShopeePay;Valentine Sale
ORD006080;10/02/2024 17:03;10/02/2024;February;2;2024;Sabtu;17;Shopee;ONLINE;Shopee - Bogor;Online;Bogor;Jawa Barat;CUST07042;Wanita;25-34;Non-Member;PRD021;Planner Tahunan;Stationery;Planner;Nexus Write;4;129000;96750;25;387000;200000;10000;15480;2000;227480;159520;41.22;Transfer;Valentine Sale
ORD006081;10/02/2024 17:06;10/02/2024;February;2;2024;Sabtu;17;Shopee;ONLINE;Shopee - Bogor;Online;Bogor;Jawa Barat;CUST05013;Pria;25-34;Member;PRD009;Tas Kanvas Lokal;Aksesoris;Tas;Nexus Bag;2;179000;125299;30;250598;160000;9000;10023;5000;184023;66575;26.57;Transfer;Valentine Sale
ORD006082;10/02/2024 17:17;10/02/2024;February;2;2024;Sabtu;17;Tokopedia;ONLINE;Tokopedia - Surabaya;Online;Surabaya;Jawa Timur;CUST00712;Pria;25-34;Member;PRD011;Totebag Kanvas;Aksesoris;Tas;Nexus Bag;4;89000;75650;15;302600;140000;18000;10591;4000;172591;130009;42.96;Transfer;Valentine Sale
ORD006083;10/02/2024 17:23;10/02/2024;February;2;2024;Sabtu;17;Shopee;ONLINE;Shopee - Jakarta;Online;Jakarta;DKI Jakarta;CUST05237;Pria;18-24;Member;PRD022;Pensil Set Eco;Stationery;Alat Tulis;Nexus Write;3;39000;31200;20;93600;45000;12000;3744;4000;64744;28856;30.83;ShopeePay;Valentine Sale
ORD006084;10/02/2024 17:26;10/02/2024;February;2;2024;Sabtu;17;Toko;STR011;Nexus Retail Tangerang;Mall;Tangerang;Banten;CUST03246;Pria;25-34;Non-Member;PRD014;Kacamata Fashion;Aksesoris;Kacamata;Nexus Eye;1;199000;139300;30;139300;70000;0;0;0;70000;69300;49.75;Debit;Valentine Sale
ORD006085;10/02/2024 17:35;10/02/2024;February;2;2024;Sabtu;17;Tokopedia;ONLINE;Tokopedia - Palembang;Online;Palembang;Sumatera Selatan;CUST01251;Pria;45-54;Member;PRD025;Sandal Kulit;Footwear;Sandal;Nexus Step;1;189000;141750;25;141750;75000;30000;4961;3000;112961;28789;20.31;GoPay;Valentine Sale
ORD006086;10/02/2024 17:38;10/02/2024;February;2;2024;Sabtu;17;Toko;STR015;Nexus Retail Balikpapan;Mall;Balikpapan;Kalimantan Timur;CUST00401;Pria;18-24;Member;PRD018;Diffuser Set;Home;Aroma;Nexus Scent;1;159000;127200;20;127200;65000;0;0;0;65000;62200;48.9;Debit;Valentine Sale
ORD006087;10/02/2024 17:46;10/02/2024;February;2;2024;Sabtu;17;Toko;STR007;Nexus Retail Makassar;Mall;Makassar;Sulawesi Selatan;CUST06779;Pria;55+;Non-Member;PRD011;Totebag Kanvas;Aksesoris;Tas;Nexus Bag;1;89000;71200;20;71200;35000;0;0;0;35000;36200;50.84;Cash;Valentine Sale
ORD006088;10/02/2024 17:47;10/02/2024;February;2;2024;Sabtu;17;Tokopedia;ONLINE;Tokopedia - Bandung;Online;Bandung;Jawa Barat;CUST07200;Wanita;18-24;Non-Member;PRD022;Pensil Set Eco;Stationery;Alat Tulis;Nexus Write;1;39000;31200;20;31200;15000;15000;1092;3000;34092;-2892;-9.27;OVO;Valentine Sale
ORD006089;10/02/2024 17:53;10/02/2024;February;2;2024;Sabtu;17;Toko;STR012;Nexus Retail Depok;Ruko;Depok;Jawa Barat;CUST04245;Pria;18-24;Non-Member;PRD008;Polo Shirt Premium;Apparel;Polo;Nexus;2;189000;151200;20;302400;170000;0;0;0;170000;132400;43.78;Cash;Valentine Sale
